2021-02-07T14:04:18.936000Z,氷雨,UCPGEfFf0A8N3O47JKoTXXRw,草,,,,,,
2021-02-07T14:04:19.041000Z,らんばー,UCClY9l2tzm6WheSQCYb_X0Q,草,,,,,,
2021-02-07T14:04:19.323000Z,Yutaro,UCKTyB35ykUFqSEw8OSE43Sg,草,,,,,,
2021-02-07T14:04:18.993000Z,カールトン,UC6ZzSEZmFPhOSkQBBpBDPGw,お醤油ｗｗ,,,,,,
2021-02-07T14:04:19.398000Z,YD生徒,UCif9VCLxwwmYpk0W9fg3iXA,草,,,,,,
2021-02-07T14:04:19.544000Z,たると,UCWlAjLvUjHA2uW61YHjurIg,草,,,,,,
2021-02-07T14:04:19.632000Z,きのけにゃあ,UCIt668ChCm_cBWSrqL6Rcrg,草,,,,,,
2021-02-07T14:04:19.868000Z,一般ショゴス,UCkAyTrPsgKSRoJi8t5OzwsQ,草,,,,,,
2021-02-07T14:04:19.806000Z,Jimmy Chin,UCEzd4oz8BuPX9htRiLwascg,醬油ｗｗ,,,,,,
2021-02-07T14:04:20.016000Z,ボリラSamuel,UCdFY7YqDSZ2FGySXunvfUDA,草,,,,,,
2021-02-07T14:04:19.805000Z,夢見レン,UCiJ0w7PvHmh9RTANZbRCscQ,あらw,,,,,,
2021-02-07T14:04:20.009000Z,ほっぽ。,UCI8M0JU7Jfw1ACXw5w4thXg,草,,,,,,
2021-02-07T14:04:19.995000Z,ながねぎ,UCfcli-swjBHGl3Ct6XE0ylg,草,,,,,,
2021-02-07T14:04:20.401000Z,くちゅん!,UCzNN0XH2_Lyxton57sXhQIQ,ぎゅっぎゅっ,,,,,,
2021-02-07T14:04:20.769000Z,すぱいらる,UCxfh8bNtaoqku7JAnGOshQg,草,,,,,,
2021-02-07T14:04:20.660000Z,みやりゅー,UCrPP677wrq_lmTpHNw5TDDA,草,,,,,,
2021-02-07T14:04:20.743000Z,ロイヤルミルク・tea,UCF0sYvSNw3uF3PiQNp0lPNg,あっ…,,,,,,
2021-02-07T14:04:20.993000Z,*しえる,UCib-I196rSGt7cE298dSPCA,草,,,,,,
2021-02-07T14:04:20.912000Z,てっちゃん,UCViePZnv18W4wS8wnpNbTLA,醤油w,,,,,,
2021-02-07T14:04:21.021000Z,大野治長,UCr63Tw4MPGjEfQuL53VZ7ug,そんなことだろうと思った,,,,,,
2021-02-07T14:04:21.336000Z,KAΣEKI【カメキ】,UCA72ZDRghfh3Qse5In_W6lg,なぜに醤油ｗ,,,,,,
2021-02-07T14:04:21.548000Z,公爵,UCCwt4je5dCZ8v8cV2wHz9dA,きちゃない,,,,,,
2021-02-07T14:04:21.548000Z,Mikan畑,UCFH1uy0enpqKeClhZRfSVhw,きったねｗ,,,,,,
2021-02-07T14:04:21.742000Z,turtle turtle,UC5a-RdvovFFgTjIUwLba4nA,草,,,,,,
2021-02-07T14:04:21.630000Z,立華かにゃで_スターリン団長,UCRagos8t7TfH7rZImoy30eQ,きちゃない！,,,,,,
2021-02-07T14:04:21.806000Z,赤犬兎!,UCzgSQsPcLfxp2Vw2w83N_Rw,？,,,,,,
2021-02-07T14:04:21.700000Z,ふゆら,UCBcCnHPoeXD1PqVlL-e9qnA,草,,,,,,
2021-02-07T14:04:21.881000Z,祇園あきら,UCojQcukZUPHh6ZYY2z6Vhrw,"¥1,000 from 祇園あきら: ""看板の前払工賃です　寝落ちしない自信がないので…""",1000000000,JPY,看板の前払工賃です　寝落ちしない自信がないので…,,,
2021-02-07T14:04:22.149000Z,ଘゆずれあଓだぞ、と,UCv7pabL3pBECpUJpDWY6sqA,草,,,,,,
2021-02-07T14:04:21.336000Z,ゆに,UCjryyMSt_WnKx4EfmNW1VYg,おしょうゆにぎった？,,,,,,
2021-02-07T14:04:22.181000Z,Aki,UCNVgpoNHVLix0UW7RmFJNGg,草,,,,,,
2021-02-07T14:04:22.175000Z,たあ,UCHFzIxIlH_pL9AEgRiGZWQg,草,,,,,,
2021-02-07T14:04:22.262000Z,あてなき旅,UCZXJSd1ZKDQuoVtzSs9XZKA,なんでw,,,,,,
2021-02-07T14:04:22.248000Z,ガンバスタ,UCozNI9i7gmZdL59dgnEr1jg,草,,,,,,
2021-02-07T14:04:22.385000Z,竹林つっちー,UCCAwq5IRpdHnscSONBAoVrg,醤油ｗ,,,,,,
2021-02-07T14:04:22.725000Z,しおん,UC-0elj5D0kCzQTnZbNwTcLw,ぎゅ！ぎゅ！,,,,,,
2021-02-07T14:04:22.889000Z,ラマさんのファン,UC-vl-EcmZ-XDQYNZlH_gItQ,醤油助かる,,,,,,
2021-02-07T14:04:23.340000Z,リリス,UCtLVZQO3Rxh2IlplAVLORmg,何でよｗ,,,,,,
2021-02-07T14:04:23.179000Z,いぼじ,UCSxjdWloZIul00urIkHG2AA,おしおママのPPTと同じ,,,,,,
2021-02-07T14:04:23.461000Z,とらうと,UC8CYvBKJ_I-0lQyVYo8wKhQ,なにしてんのｗ,,,,,,
2021-02-07T14:04:23.457000Z,タイター,UCpcVLhxdz-YTV_cJ_5swRng,ボロ雑巾じゃん,,,,,,
2021-02-07T14:04:23.763000Z,tane kakino,UCCdbhEnxeuepr0VfZOS_sCQ,さっそく　よごしたのかー,,,,,,
2021-02-07T14:04:23.992000Z,don don,UC9DxjOfn80_e7kojx_ZnGmw,なぜしょうゆ・・,,,,,,
2021-02-07T14:04:23.741000Z,いもすけ,UC0b7GkSrbIWJJpigrBPu1YA,握りつぶしちゃうぞ♡,,,,,,
2021-02-07T14:04:24.034000Z,ホルニッセ,UCJbAsO8vzlT7LTh-jv0oUHA,きちゃない,,,,,,
2021-02-07T14:04:24.403000Z,ぽんた中佐,UCXaqR1ah9pj1upgrbrHfgNQ,草,,,,,,
2021-02-07T14:04:24.667000Z,スワレス,UC5pnSHFllLE2WjEWnBcjmGw,草,,,,,,
2021-02-07T14:04:24.759000Z,1412Byteのポーン,UC16ZD2rsaXUnGkDSxDUbmxg,汚れちまった悲しみに,,,,,,
2021-02-07T14:04:24.903000Z,天P,UCprx0hSu_u3zkSokx7PB5JA,忘れたとは言わせない,,,,,,
2021-02-07T14:04:25.191000Z,クォルタナフガルド,UCef1eSCYCbEyHySFrsr09jA,醤油ｗ,,,,,,
2021-02-07T14:04:25.369000Z,hou chan,UCVLShnzGBW6DRmccDTB_oGg,草,,,,,,
2021-02-07T14:04:25.269000Z,ボリラSamuel,UCdFY7YqDSZ2FGySXunvfUDA,何やってんの！？,,,,,,
2021-02-07T14:04:25.409000Z,フマラー,UC69UaN23Cpk5O5F8x37ATRA,汚いw,,,,,,
2021-02-07T14:04:25.786000Z,ゆーま。。,UCJ9Pq14EUqLkRlpRuwxLZXQ,醤油w,,,,,,
2021-02-07T14:04:25.947000Z,ゆみつかい1029,UC-98CI_mX4wu2EmbnMZsi_Q,きちゃない,,,,,,
2021-02-07T14:04:25.965000Z,Sheena Valenzuela,UCm2Dpczck8o5DVt6k5vY2Ng,こんいちわ,,,,,,
2021-02-07T14:04:26.074000Z,Beraque,UC5QM6iLsHnlQv42JL8Ga4SA,uho,,,,,,
2021-02-07T14:04:26.128000Z,フェイ/おひまなぴえろ,UCd0okQw9dhorc9ZQUmkalkg,ぎゅぎゅ,,,,,,
2021-02-07T14:04:26.134000Z,信親,UCbWQ8kF9QwcqHhupqfwBX3g,草,,,,,,
2021-02-07T14:04:26.264000Z,源*ゆっくり紅葉【モミー】,UC2p6_pIoyt8svyhkxe-5wqw,くせぇのらあ,,,,,,
2021-02-07T14:04:26.820000Z,しょりゅう,UCdagm0phUnH6guMg5z7TgZw,草,,,,,,
2021-02-07T14:04:26.769000Z,祭竜之介,UCB8v4sUdkZyQwYPlR1-a8Xg,草,,,,,,
2021-02-07T14:04:26.082000Z,けーしぃ_K,UCMVh0zOAB-Lv9E0m4rfDkBQ,おしおママのPPTじゃん,,,,,,
2021-02-07T14:04:26.726000Z,【ゴリラ会のメイド】はにゅ,UCC2dnDqCCnHdP7zTU5JvpUg,草,,,,,,
2021-02-07T14:04:27.003000Z,スーパーミルクココア,UC7GAqncLQpzOHy5JtaMrqBA,なぜお醤油がｗ,,,,,,
2021-02-07T14:04:27.227000Z,tenten ten,UCN4_vWSKPvlB3Knb_Dg4Deg,どういうことだよ,,,,,,
2021-02-07T14:04:27.246000Z,Chun,UCOzY-eslTkFx3PzPUxq637g,草,,,,,,
2021-02-07T14:04:27.104000Z,Drei Xavier,UCkjl9B6g_7QCEOGjoVFuf0w,AAAAAAA KAWAII,,,,,,
2021-02-07T14:04:27.508000Z,ぷーき,UCNFGmdxV5fRcWO6UFf5YQKQ,食べるの？,,,,,,
2021-02-07T14:04:27.656000Z,綿篠てんすー,UCJ3GEccmfnp9T0GdqC5IjBQ,防音室でごはん食べてたのかな,,,,,,
2021-02-07T14:04:27.858000Z,パン屋ですLove,UCS8tdAbLTixtWoTz_w1KFxQ,草,,,,,,
2021-02-07T14:04:27.705000Z,ぽんず,UC_pXVyjkh_FilDjZQ1n6BZA,書き直さないでいいからｗ,,,,,,
2021-02-07T14:04:27.887000Z,大野治長,UCr63Tw4MPGjEfQuL53VZ7ug,やはり汚部屋…,,,,,,
2021-02-07T14:04:27.914000Z,ꓑ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ꓮ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ꓠ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ꓔ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ꓢ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ꓴ,UCsqpIXxO1uT1gWeDPvUfsaw,草,,,,,,
2021-02-07T14:04:28.374000Z,10年連続三振王のシャウラ,UCYBZ2hD9ILX-D3eeOQgQ71w,草,,,,,,
2021-02-07T14:04:28.085000Z,BT麻雲,UCu7SPErKJbdWNtk7bjGB1Og,ばっちぃ,,,,,,
2021-02-07T14:04:28.406000Z,Kitsuneko,UCyHZBLc3E3ukop4jB-J2x7Q,草,,,,,,
2021-02-07T14:04:28.488000Z,HIROカツ,UCNAjFV-wa0p_rJqnExBFJ-A,くっさ,,,,,,
2021-02-07T14:04:28.424000Z,ハヤヒデ,UCaDxTuXp_VSHf0EU5o2K7Kg,草,,,,,,
2021-02-07T14:04:28.432000Z,mabo,UCZunZ_IVfk3HeLl2K5ChEEQ,きちゃないｗ,,,,,,
2021-02-07T14:04:28.750000Z,Yutaro,UCKTyB35ykUFqSEw8OSE43Sg,ぎゅっぎゅ,,,,,,
2021-02-07T14:04:28.488000Z,1年 空組 出席番号1146番【ゼルル】,UC8WjmmGti5nSVyiGRpHK_gA,ぎゅっ！❤️ぎゅっ！❤️握りつぶしちゃうぞ:_kanataWakka:,,,,,,
2021-02-07T14:04:28.656000Z,アニメ_Ch,UCJr8LWR81O6gjVO6P5QXmgw,かなたんお母さんと呼んでもいいですか,,,,,,
2021-02-07T14:04:28.912000Z,黒鵜葉【ゴリラ会の雑草】,UCc0ywtl9PytFxKq2VC9cKIw,なんで醤油w,,,,,,
2021-02-07T14:04:28.938000Z,もふもふのナン,UCjDdm9sf3hEnUKkjdOWD7_Q,しみがついたｗ,,,,,,
2021-02-07T14:04:29.022000Z,Neiro Kun,UCzi9o8YnsDk00i3OtEsgW-A,こんごりら,,,,,,
2021-02-07T14:04:29.406000Z,EliteHage 35,UC81cTBcDiL3h6i8B2Oy1ayw,汚部屋天使だししゃーない,,,,,,
2021-02-07T14:04:29.451000Z,天色のフェーダー,UCVG2yn8KjE7fzVX7HRsp-NQ,草,,,,,,
2021-02-07T14:04:29.665000Z,Dr Dori,UCLqETmvJfD66D1fKSj7dp3A,醤油くんさあ,,,,,,
2021-02-07T14:04:29.632000Z,さのぎ,UCVWSDL-4M3fqkr8nHV-6JQg,まさにお醤油付き,,,,,,
2021-02-07T14:04:29.814000Z,猫見魁妖,UCLaRWOsq_mEuHqCJNmW5byw,お醤油ぎゅっ,,,,,,
2021-02-07T14:04:29.759000Z,ジャック11号,UCUZrtgJWtOaMUCKGRgBp7eA,なんでw,,,,,,
2021-02-07T14:04:30.299000Z,ゆめきち・U,UCyboTIjSls9xb-gyasQ-z6Q,草,,,,,,
2021-02-07T14:04:30.337000Z,鋼のワンコ,UC4y2KfjM1cRAL-q6yABsJXg,お醤油助かるw,,,,,,
2021-02-07T14:04:30.446000Z,ベンノ,UCRoaP_T9BgRnYHF_wReTQ2A,hey ppt!,,,,,,
2021-02-07T14:04:30.802000Z,Chalothorn Chusiri,UCASObtAJRZ67wbVYxmNfrUw,Hi Kanata--,,,,,,
2021-02-07T14:04:30.887000Z,luminaルミナス,UCHlGO16CfJVh0JmgExF0HLA,草,,,,,,
2021-02-07T14:04:31.115000Z,もんふじ,UCSbeYWHKAlf8P178r3dhTDA,醤油握りつぶした,,,,,,
2021-02-07T14:04:31.348000Z,hearts[Z],UCFriAlVm_pIb0CSb9ZsIzCw,草,,,,,,
2021-02-07T14:04:32.117000Z,Diego Gonzalez,UCxpEDPikwVB6AMshsJBedDQ,草,,,,,,
2021-02-07T14:04:32.024000Z,閒閒沒事做,UC4ob3T9JoDbem7KlbekMb3w,草,,,,,,
2021-02-07T14:04:32.045000Z,pigy,UCOfpnWYwC2EdRwEtOKil-cg,生活感あるなぁ,,,,,,
2021-02-07T14:04:32.798000Z,イグリス,UCKqsb1DclxBPGpTupy1zLmA,こんかなたー:_kanataWakka:,,,,,,
2021-02-07T14:04:32.835000Z,TKGみやびんく,UCzlchJQyUKRqZzSneEHkdQw,醤油瓶握りつぶしたんです？,,,,,,
2021-02-07T14:04:32.349000Z,祇園あきら,UCojQcukZUPHh6ZYY2z6Vhrw,お醤油は…ｗ,,,,,,
2021-02-07T14:04:33.130000Z,tokaz,UCdYA63vRHgdLzjayc5X9nSQ,おしお家伝統,,,,,,
2021-02-07T14:04:33.429000Z,祭竜之介,UCB8v4sUdkZyQwYPlR1-a8Xg,あらw,,,,,,
2021-02-07T14:04:33.431000Z,みなりん,UC4znlYmd6lyQ8u0vcmVP-xA,醤油？ お寿司チャレンジ？,,,,,,
2021-02-07T14:04:33.673000Z,ユート,UCosQoXJpeI3PX-6RFX1HClQ,何があったw,,,,,,
2021-02-07T14:04:33.488000Z,ミスティ白銀聖闘士 シルバーセイント,UCT7YiE9ETR2I-kw8hQWgKtA,ぎゅっ、ぎゅっ,,,,,,
2021-02-07T14:04:33.583000Z,tsukasa,UCgJDCij-40UX34Tp0H1vRrg,コンゴリラー,,,,,,
2021-02-07T14:04:34.032000Z,1年 空組 出席番号1146番【ゼルル】,UC8WjmmGti5nSVyiGRpHK_gA,草,,,,,,
2021-02-07T14:04:33.746000Z,赤犬兎!,UCzgSQsPcLfxp2Vw2w83N_Rw,きたない,,,,,,
2021-02-07T14:04:34.153000Z,Yusuke M,UCNmjGZvvNJCQYfNIdlI5LHQ,大切なキャッチコピーが,,,,,,
2021-02-07T14:04:34.343000Z,シャイニング💠ゼタ,UCzZBdhci4gqqOkyjsGclqCg,こんかなた～,,,,,,
2021-02-07T14:04:34.310000Z,木綿,UCKhquonHu6FH0UItAm8g2Vw,なぜ配信部屋に醤油ｗ,,,,,,
2021-02-07T14:04:34.705000Z,こたつむり,UC-eZnL1xU2FjOG_riNsaQzg,定着させたくないって言ったじゃんｗｗ,,,,,,
2021-02-07T14:04:35.127000Z,Araya / アラヤ式,UCPPOKbxvmhd53iG-FuFk4ag,こんかなた!:_kanataHey::_kanataWakka:,,,,,,
2021-02-07T14:04:35.792000Z,*しえる,UCib-I196rSGt7cE298dSPCA,続けんのかい,,,,,,
2021-02-07T14:04:35.799000Z,片翼のTenshi,UCCrhQMXi8bxfSqisFxvkSGg,Konkanata:_kanataHey::_kanataHey:,,,,,,
2021-02-07T14:04:36.157000Z,裏切りのヨルハ,UCgGkuQLTOkdVLf12cLiTGLg,生活感よw,,,,,,
2021-02-07T14:04:35.886000Z,いもけんぴ,UCV97qekHnqKAM2PGaDlr0ww,机が汚いのが目に見えるようだよ。。。。,,,,,,
2021-02-07T14:04:36.521000Z,まりものえる,UCefgyTVVTFODhuGL2gbhFiw,きたなそう,,,,,,
2021-02-07T14:04:36.475000Z,アキZERO,UC4QHroB_NmtmB9FsH6kr18w,草,,,,,,
2021-02-07T14:04:36.454000Z,にんにん‐黒紺‐,UCQiUwIxsqcI_zQF1Q7gWysA,ぎゅっ♥ぎゅっ♥,,,,,,
2021-02-07T14:04:36.493000Z,Mikan畑,UCFH1uy0enpqKeClhZRfSVhw,おしおママのＰＰＴ,,,,,,
2021-02-07T14:04:37.233000Z,あいてい,UCTCXDxrY9ApZu3VAVNV7WUA,醤油,,,,,,
2021-02-07T14:04:37.344000Z,柚森湊,UCE78tZGovv59y_yWMXWj9YQ,お醤油,,,,,,
2021-02-07T14:04:36.765000Z,オムジ,UCmBDg3kF2I9BrUPvuE-PXBw,こんかなた~:_kanataWakka:,,,,,,
2021-02-07T14:04:37.661000Z,ねkoko,UCsUjDhMzX7V91Emntldd3QQ,こんかなた〜💫,,,,,,
2021-02-07T14:04:38.444000Z,マンボウ,UCXkTC3eFIz8DI55H3eUwapg,きたねぇのら,,,,,,
2021-02-07T14:04:38.412000Z,絆戦士にげきるマン,UC6AK8Xy8roCamdQGvl84W7w,部屋だけでなく………,,,,,,
2021-02-07T14:04:38.308000Z,toneaPP【ゴリラ会】,UCA86y4oLGkdWm3q_qD_VJqg,おしおママのPP天使Tシャツじゃん,,,,,,
2021-02-07T14:04:38.744000Z,重力加速度,UCCgRsDQWbAY4YZaXNNkPxaw,紙ASMRたすかる,,,,,,
2021-02-07T14:04:40.647000Z,いちたすには,UCJur8Eu2uACYAxVeoxCwhqQ,醤油とばしていいのはPPTシャツだけ,,,,,,
2021-02-07T14:04:40.850000Z,たると,UCWlAjLvUjHA2uW61YHjurIg,やっちゃったねw,,,,,,
2021-02-07T14:04:41.710000Z,Yutaro,UCKTyB35ykUFqSEw8OSE43Sg,:_kanataWakka::_kanataWakka::_kanataWakka:,,,,,,
2021-02-07T14:04:41.684000Z,らいか,UCiam9Ptd-SZJ9TvA-QxLAzg,なんで防音室で飯食ったｗｗ,,,,,,
2021-02-07T14:04:41.680000Z,1412Byteのポーン,UC16ZD2rsaXUnGkDSxDUbmxg,まるでPPTみたいに,,,,,,
2021-02-07T14:04:41.615000Z,どろっぷ,UCfhB1YzsugLXSSPEqlily9A,キーボードが汚そう,,,,,,
2021-02-07T14:04:41.916000Z,妖狐の赫蓮曉夢,UCuWwY9kM1PNDAWU66jTueKA,こんにちはこんにちは,,,,,,
2021-02-07T14:04:42.098000Z,Booster布斯特,UCG_L_DA0N4ZFDDHOzLIBgfw,草,,,,,,
2021-02-07T14:04:42.253000Z,Evan Mendoza,UCgJq01-stTV_68s4SlrgQmw,GORILLA HAMSTERR!!!!!,,,,,,
2021-02-07T14:04:42.991000Z,ほうじ茶,UCS6XuIzulss3-4FLHGaKXzQ,醬油は草,,,,,,
2021-02-07T14:04:44.840000Z,ジャック11号,UCUZrtgJWtOaMUCKGRgBp7eA,草,,,,,,
2021-02-07T14:04:45.613000Z,ライト,UC2D6W78H2_9vygwu83plAUg,あーあ,,,,,,
2021-02-07T14:04:46.178000Z,甘夏みかん,UCzysmDG9jLNHePeOqxRiTJQ,お醤油ｗ,,,,,,
2021-02-07T14:04:46.251000Z,もふもふのナン,UCjDdm9sf3hEnUKkjdOWD7_Q,PC机ではご飯食べないわ,,,,,,
2021-02-07T14:04:46.418000Z,もふもふオオカミ,UCxNlnJn1lzyB6Z14YdP991A,！！,,,,,,
2021-02-07T14:04:46.619000Z,綿篠てんすー,UCJ3GEccmfnp9T0GdqC5IjBQ,やぶった矢先,,,,,,
2021-02-07T14:04:47.056000Z,フジ-Mk.2,UCYHVUIVsmXgXYzxmmpw-RNQ,あーあ,,,,,,
2021-02-07T14:04:47.255000Z,toneaPP【ゴリラ会】,UCA86y4oLGkdWm3q_qD_VJqg,わかる,,,,,,
2021-02-07T14:04:47.814000Z,Yutaro,UCKTyB35ykUFqSEw8OSE43Sg,目玉焼き,,,,,,
2021-02-07T14:04:48.614000Z,氷川翔,UCjXpaT4O9a66gRjkn8VRJWQ,あーあやっちゃったね,,,,,,
2021-02-07T14:04:48.695000Z,mai mai,UCM9S46uEzsl5pvrhyST76Yw,もう破滅の始まり,,,,,,
2021-02-07T14:04:48.810000Z,てっちゃん,UCViePZnv18W4wS8wnpNbTLA,生活感あり過ぎる,,,,,,
2021-02-07T14:04:48.895000Z,ケン ケン,UC2b5LOixJVqHN2L3pz11U6Q,あらま,,,,,,
2021-02-07T14:04:49.197000Z,Yusuke M,UCNmjGZvvNJCQYfNIdlI5LHQ,草,,,,,,
2021-02-07T14:04:49.528000Z,あてなき旅,UCZXJSd1ZKDQuoVtzSs9XZKA,やっちまったかw,,,,,,
2021-02-07T14:04:49.947000Z,EliteHage 35,UC81cTBcDiL3h6i8B2Oy1ayw,もう戻れないよ,,,,,,
2021-02-07T14:04:50.440000Z,ホルニッセ,UCJbAsO8vzlT7LTh-jv0oUHA,草,,,,,,
2021-02-07T14:04:50.578000Z,とらうと,UC8CYvBKJ_I-0lQyVYo8wKhQ,草,,,,,,
2021-02-07T14:04:50.634000Z,古のガイガー,UC_Xw1V--2ZOcoigPzA9etMg,きちゃない,,,,,,
2021-02-07T14:04:50.803000Z,よる,UCrQW_Q_Ql994ud8dI-iIaWA,草,,,,,,
2021-02-07T14:04:50.922000Z,ボリラSamuel,UCdFY7YqDSZ2FGySXunvfUDA,あっ,,,,,,
2021-02-07T14:04:51.119000Z,ずな.,UCIyCrlvqfGMtJX5h8R1GLeQ,草,,,,,,
2021-02-07T14:04:50.944000Z,HIROカツ,UCNAjFV-wa0p_rJqnExBFJ-A,しょうゆにぎりつぶした！？,,,,,,
2021-02-07T14:04:51.335000Z,しおん,UC-0elj5D0kCzQTnZbNwTcLw,より汚い部屋に,,,,,,
2021-02-07T14:04:51.345000Z,ぽんた中佐,UCXaqR1ah9pj1upgrbrHfgNQ,ありゃりゃ,,,,,,
2021-02-07T14:04:51.696000Z,よるねこキャット!,UCxmXxxZHRWpwrFjwokaf83A,草,,,,,,
2021-02-07T14:04:51.836000Z,ユート,UCosQoXJpeI3PX-6RFX1HClQ,草,,,,,,
2021-02-07T14:04:52.054000Z,フマラー,UC69UaN23Cpk5O5F8x37ATRA,草,,,,,,
2021-02-07T14:04:51.636000Z,いぼじ,UCSxjdWloZIul00urIkHG2AA,そういう汚れの匂いつい嗅いじゃうよね,,,,,,
2021-02-07T14:04:52.080000Z,ハルサメ,UCbJcJInrMXz--in3xI7pziA,やっちまったな,,,,,,
2021-02-07T14:04:52.947000Z,YD生徒,UCif9VCLxwwmYpk0W9fg3iXA,美味しいよね！,,,,,,
2021-02-07T14:04:53.011000Z,大和空波,UC0UkDeZ_rzUW9QJrQ9kvTRw,醤油握りつぶしてしまったか,,,,,,
2021-02-07T14:04:53.282000Z,ラムパールド,UCvm_Hi5FY7DY7Eu5CHcBXyg,飛んだｗｗ,,,,,,
2021-02-07T14:04:53.302000Z,竹林会春雨,UCzguVNnItgUBXd_23w9V-Ug,ズボラ,,,,,,
2021-02-07T14:04:53.166000Z,〆Shin,UCZaJj0Jqm9hCKjshpCvqxiA,あーあ,,,,,,
2021-02-07T14:04:53.331000Z,39 my,UCzNqSOSVyshrCp7L1M4wFzA,配信画面前でもリラックスしてきたのかなw,,,,,,
2021-02-07T14:04:53.684000Z,みなりん,UC4znlYmd6lyQ8u0vcmVP-xA,目玉焼きか,,,,,,
2021-02-07T14:04:54.338000Z,どろっぷ,UCfhB1YzsugLXSSPEqlily9A,醤油派は同じ,,,,,,
2021-02-07T14:04:54.655000Z,武宏【たけひろ】,UCwzAg0NhEXWcTQ_s2-Bu-DA,草,,,,,,
2021-02-07T14:04:54.804000Z,大野治長,UCr63Tw4MPGjEfQuL53VZ7ug,汚　部　屋,,,,,,
2021-02-07T14:04:55.143000Z,クォルタナフガルド,UCef1eSCYCbEyHySFrsr09jA,あらら,,,,,,
2021-02-07T14:04:55.719000Z,roid ando,UCvqvW0Ow5Q2VX9YJ6RVdkvw,草,,,,,,
2021-02-07T14:04:55.514000Z,帰還者ジェームズ,UC_ymy-4TBBtm7kGIYLDltbw,握りつぶしちゃうゾ❤️,,,,,,
2021-02-07T14:04:55.430000Z,ボリラSamuel,UCdFY7YqDSZ2FGySXunvfUDA,あーあ,,,,,,
